,user,video,northamerica,sports,news,autos,kids,movies,lifestyle,middleeast,foodanddrink,music,travel,health,finance,entertainment,weather,tv
22433,U10376,0,0,1,10,0,0,0,1,0,2,0,2,0,1,0,0,1
22434,U54397,0,0,1,1,0,0,0,4,0,0,0,0,0,1,1,0,0
22435,U50960,0,0,5,3,0,0,1,0,0,0,0,0,0,0,0,0,1
22436,U22981,0,0,0,7,0,0,1,6,0,4,3,1,4,1,5,0,7
22437,U19916,0,0,0,1,0,0,0,0,0,0,0,0,2,7,0,0,0
22438,U9690,0,0,5,4,3,0,0,0,0,2,0,2,0,1,0,0,0
22439,U73630,0,0,1,1,0,0,1,1,0,0,0,0,3,0,0,0,0
22440,U55236,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0
22441,U28605,0,0,14,10,0,0,1,1,0,1,0,0,1,11,0,0,4
22442,U59632,0,0,0,2,4,0,0,3,0,1,0,0,1,2,0,1,0
22443,U51078,0,0,0,15,0,0,2,5,0,1,3,0,1,1,3,1,2
22444,U17544,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,1,2
22445,U57059,1,0,5,1,4,0,1,0,0,0,0,1,0,0,0,0,4
22446,U8614,0,0,3,7,2,0,1,0,0,1,0,1,1,5,1,2,0
22447,U46332,0,0,1,2,0,0,0,1,0,3,1,4,1,0,2,0,0
22448,U153,0,0,4,1,2,0,0,3,0,1,0,2,1,1,1,0,1
22449,U81846,0,0,2,3,0,0,0,0,0,1,0,0,0,1,0,0,0
22450,U21326,0,0,0,1,0,0,1,1,0,8,0,0,0,0,0,0,1
22451,U49437,1,0,0,21,1,0,1,7,0,3,3,3,1,7,1,1,1
22452,U85295,0,0,0,3,0,0,3,3,0,1,1,0,2,0,3,0,3
22453,U87258,0,0,3,5,0,0,2,8,0,2,0,0,9,2,0,0,0
22454,U61776,0,0,0,4,0,0,1,1,0,3,1,1,0,0,1,0,4
22455,U43063,1,0,1,1,8,0,0,0,0,1,0,0,0,0,0,0,0
22456,U11418,0,0,0,1,0,0,0,1,0,4,0,0,0,1,1,0,3
22457,U66027,1,0,3,12,2,0,4,3,0,1,3,4,0,13,6,0,4
22458,U17,0,0,1,5,0,0,0,5,0,1,0,1,0,0,0,0,1
22459,U10243,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1
22460,U14256,9,0,11,7,2,0,2,7,0,8,2,1,5,5,2,0,1
22461,U75830,0,0,0,0,0,0,0,3,0,0,1,0,7,0,4,0,5
22462,U70796,0,0,0,4,0,0,0,3,0,1,0,1,0,0,1,0,0
22463,U19083,0,0,7,9,1,0,0,2,0,3,0,2,0,1,0,3,0
22464,U3757,2,0,0,6,0,0,1,18,0,3,1,1,9,3,4,0,3
22465,U57037,0,0,1,15,1,0,0,6,0,2,1,2,3,3,2,0,1
22466,U5043,0,0,0,10,0,0,0,0,0,0,0,1,0,1,0,0,0
22467,U28783,0,0,4,6,0,0,2,5,0,1,2,1,1,2,0,0,2
22468,U79721,0,0,1,5,1,0,2,4,0,0,0,0,3,0,6,1,3
22469,U41399,0,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0
22470,U73828,0,0,7,4,0,0,0,1,0,0,1,0,0,0,0,0,0
22471,U57575,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0
22472,U74541,0,0,11,5,0,0,0,0,0,0,0,0,0,2,4,0,2
22473,U62981,0,0,1,5,1,0,1,5,0,0,2,0,2,0,3,0,5
22474,U35481,0,0,0,4,0,0,1,0,0,1,1,0,1,2,1,0,5
22475,U24326,0,0,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0
22476,U6975,0,0,8,10,0,0,1,0,0,0,2,0,0,1,0,0,3
22477,U56601,0,0,1,3,0,0,1,4,0,1,0,2,0,3,0,0,1
22478,U61912,0,0,4,5,0,0,1,0,0,0,0,0,1,1,0,0,2
22479,U86568,0,0,4,6,3,0,2,3,0,7,1,9,1,1,0,1,3
22480,U35301,0,0,1,5,1,0,1,4,0,2,3,0,3,0,2,0,2
22481,U5849,0,0,0,2,0,0,0,1,0,2,1,0,2,1,2,0,0
22482,U64829,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
22483,U60087,0,0,41,18,2,0,3,9,0,3,0,2,10,12,1,0,4
22484,U32391,2,0,1,62,0,0,0,10,0,2,0,7,1,1,1,6,1
22485,U67807,0,0,1,4,0,0,0,7,0,1,2,0,0,0,0,0,3
22486,U76636,0,0,0,4,2,0,1,2,0,0,1,1,0,1,1,0,2
22487,U10537,0,0,4,3,0,0,1,0,0,0,0,0,0,1,0,0,0
22488,U12059,0,0,2,15,2,0,1,7,0,0,0,2,1,3,1,1,1
22489,U66146,0,0,3,16,2,0,0,3,0,0,0,0,1,0,0,0,1
22490,U59649,0,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0
22491,U68236,0,0,1,14,0,0,0,5,0,0,1,0,9,0,2,0,5
22492,U73020,0,0,0,2,0,0,1,1,0,3,2,0,9,1,10,0,3
22493,U75631,0,0,0,2,0,0,2,5,0,4,0,0,2,0,1,0,0
22494,U26611,0,0,4,0,2,0,0,2,0,0,1,0,1,1,0,1,0
22495,U41197,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
22496,U29213,1,0,3,3,0,0,0,1,0,0,0,0,2,0,0,0,0
22497,U10795,1,0,3,59,2,0,15,44,0,4,13,7,19,3,23,0,25
22498,U2990,0,0,13,6,2,0,1,3,0,0,0,0,1,2,0,1,3
22499,U69042,0,0,2,5,0,0,0,1,0,1,0,1,2,2,0,0,1
22500,U2032,2,0,2,0,1,0,1,10,0,1,0,1,1,0,0,0,0
22501,U78900,0,0,3,2,0,0,0,1,0,0,0,1,0,1,0,0,3
22502,U81384,0,0,0,8,0,0,0,1,0,2,0,0,0,0,0,0,2
22503,U15443,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,1
22504,U42110,0,0,0,0,6,0,0,0,0,0,2,0,0,1,0,0,0
22505,U2743,0,0,2,4,1,0,3,4,0,2,2,0,0,1,1,0,4
22506,U89765,0,0,0,5,1,0,0,1,0,2,0,1,0,1,0,0,2
22507,U12129,1,0,12,68,0,0,0,1,0,0,0,1,0,6,0,1,0
22508,U59705,0,0,5,2,0,0,1,3,0,1,5,0,0,2,2,1,2
22509,U54083,8,0,1,0,0,0,0,13,0,0,2,1,6,3,0,1,0
22510,U92678,0,0,0,6,0,0,0,5,0,0,1,1,2,0,2,0,5
22511,U7870,0,0,0,8,1,0,0,0,0,0,0,0,0,1,1,0,0
22512,U75305,1,0,13,2,0,0,6,25,0,4,5,1,3,5,10,1,8
22513,U67075,0,0,0,3,0,0,1,6,0,1,1,1,3,1,0,0,3
22514,U19166,0,0,0,1,0,0,1,4,0,0,1,0,0,1,1,0,3
22515,U47766,0,0,0,9,0,0,1,6,0,5,1,3,2,3,1,0,7
22516,U65200,0,0,6,11,0,0,0,2,0,1,1,0,1,1,0,0,0
22517,U74620,0,0,0,5,0,0,0,0,0,0,1,0,3,0,1,0,0
22518,U186,0,0,1,4,0,0,0,0,0,0,0,1,0,1,1,0,0
22519,U30054,0,0,0,6,0,0,0,0,0,0,0,0,1,2,1,0,1
22520,U71874,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22521,U34589,0,0,7,3,0,0,0,0,0,1,0,0,0,2,0,0,0
22522,U81002,0,0,2,23,1,0,4,47,0,3,6,2,14,3,7,0,16
22523,U46711,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22524,U33625,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22525,U55365,0,0,0,9,0,0,1,8,0,2,0,1,12,1,10,0,10
22526,U72118,0,0,3,8,0,0,1,1,0,0,0,0,1,0,1,0,1
22527,U29700,1,0,1,3,14,0,0,0,0,1,1,2,0,3,0,1,1
22528,U1529,1,0,2,14,0,0,1,7,0,1,0,0,0,1,2,0,2
22529,U59495,0,0,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0
22530,U63898,0,0,0,5,0,0,0,0,0,0,0,0,4,1,0,0,2
22531,U1534,2,0,33,23,9,0,6,18,0,5,2,6,2,8,5,3,7
22532,U17719,0,0,2,11,3,0,0,6,0,3,1,2,1,9,0,0,3
22533,U72649,2,0,1,14,0,0,2,5,0,0,3,0,5,8,0,1,6
22534,U71385,0,0,1,1,3,0,0,0,0,0,1,0,0,0,2,0,0
22535,U43783,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0
22536,U61258,0,0,0,5,0,0,0,22,0,0,1,0,6,4,8,0,4
22537,U37806,1,0,3,2,0,0,1,1,0,1,0,1,0,1,0,1,0
22538,U7566,0,0,7,4,0,0,1,2,0,0,1,0,1,0,1,0,0
22539,U80959,4,0,1,8,1,0,0,2,0,0,0,0,3,0,0,1,3
22540,U53092,0,0,5,0,0,0,3,0,0,2,4,3,2,0,1,0,0
22541,U65344,0,0,1,17,0,0,1,0,0,0,1,1,0,1,3,0,5
22542,U63661,1,0,5,11,0,0,3,4,0,0,1,0,2,0,3,0,6
22543,U64466,0,0,6,2,0,0,0,1,0,1,0,0,0,0,0,0,0
22544,U24323,0,0,0,4,0,0,0,2,0,0,0,1,0,1,1,0,0
22545,U82352,1,0,1,5,0,0,1,1,0,1,1,2,0,3,2,0,4
22546,U74690,1,0,0,11,0,0,1,1,0,0,0,0,0,1,0,1,0
22547,U82842,0,0,2,8,0,0,0,3,0,0,0,1,0,1,0,0,2
22548,U65447,0,0,3,26,1,0,0,1,0,0,0,0,1,0,1,0,2
22549,U56867,0,0,1,13,0,0,0,2,0,3,1,3,4,2,0,0,7
22550,U41683,0,0,5,7,0,0,1,2,0,0,0,0,0,2,1,0,3
22551,U8108,2,0,3,9,0,0,0,0,0,0,0,0,0,1,1,0,0
22552,U9459,0,0,4,8,0,0,0,1,0,0,1,1,2,4,0,0,4
22553,U44122,0,0,5,8,1,0,0,3,0,3,0,3,1,1,0,0,2
22554,U75485,0,0,1,7,2,0,0,2,0,0,0,3,0,0,1,0,0
22555,U1304,0,0,7,7,0,0,0,4,0,0,0,0,0,1,1,0,4
22556,U19578,1,0,7,1,0,0,1,0,0,0,0,0,5,0,0,0,0
22557,U51828,2,0,2,7,1,0,0,0,0,1,0,0,0,0,0,1,0
22558,U91641,0,0,8,13,4,0,0,0,0,0,0,0,0,0,0,0,0
22559,U5986,0,0,0,7,0,0,2,2,0,1,0,0,2,1,4,0,1
22560,U53730,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22561,U75217,0,0,6,10,2,0,1,8,0,1,2,3,37,7,2,0,3
22562,U30525,0,0,2,2,0,0,0,0,0,0,0,0,0,1,2,0,2
22563,U41518,0,0,4,16,0,0,1,5,0,1,0,0,0,1,0,0,1
22564,U81546,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,0,0
22565,U60022,0,0,0,1,0,0,0,1,0,2,0,1,0,1,0,0,1
22566,U60315,0,0,3,4,0,0,0,8,0,0,1,0,0,2,1,1,1
22567,U72103,1,0,5,4,6,0,0,1,0,1,0,4,2,1,0,0,1
22568,U14318,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0
22569,U50679,0,0,17,7,0,0,3,7,0,0,0,1,0,9,0,0,4
22570,U76857,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0
22571,U25939,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0
22572,U67071,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0
22573,U70287,0,0,0,19,0,0,0,1,0,0,0,0,0,2,0,6,0
22574,U16600,1,0,1,14,0,0,1,2,0,1,2,1,2,5,1,0,6
22575,U72571,0,0,0,4,0,0,0,4,0,0,0,0,2,1,1,0,1
22576,U75249,0,0,3,6,0,0,2,6,0,3,2,10,2,4,0,2,15
22577,U83413,2,0,2,2,0,0,0,2,0,0,0,1,0,6,2,1,1
22578,U36328,0,0,1,12,0,0,0,6,0,0,0,0,0,0,0,1,3
22579,U33274,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0
22580,U77377,4,0,1,44,3,0,0,9,0,6,0,2,2,12,0,0,1
22581,U70485,0,0,3,11,0,0,0,1,0,0,0,1,0,0,0,0,1
22582,U23381,0,0,1,1,0,0,0,2,0,2,0,0,0,2,0,0,2
22583,U80354,0,0,0,1,1,0,0,5,0,12,0,4,4,0,3,0,0
22584,U85459,0,0,0,3,0,0,0,3,0,7,0,3,1,1,0,0,0
22585,U53425,0,0,3,5,0,0,1,2,0,1,4,1,2,2,1,0,7
22586,U38904,1,0,7,7,0,0,4,3,0,0,1,1,1,3,0,3,5
22587,U91008,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
22588,U62442,0,0,6,7,0,0,0,1,0,0,0,0,0,1,0,0,2
22589,U22326,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0
22590,U40611,0,0,0,2,1,0,1,1,0,0,0,1,1,2,1,0,1
22591,U27784,1,0,1,6,0,0,1,4,0,2,1,0,1,0,0,0,1
22592,U30091,0,0,9,16,1,0,0,0,0,0,0,3,0,7,0,0,0
22593,U43883,1,0,12,5,2,0,0,1,0,1,0,0,0,1,0,0,1
22594,U14839,1,0,2,7,0,0,1,1,0,1,0,3,3,0,1,0,0
22595,U30224,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2
22596,U14672,0,0,14,28,0,0,2,6,0,1,4,1,1,1,0,1,9
22597,U62694,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
22598,U84891,0,0,0,6,0,0,2,3,0,1,1,0,0,2,0,1,1
22599,U24244,0,0,4,1,0,0,0,3,0,0,0,2,3,4,1,0,4
22600,U1330,0,0,0,3,0,0,1,1,0,0,0,0,0,1,0,0,0
22601,U49096,0,0,6,5,0,0,1,1,0,0,0,1,0,1,1,0,1
22602,U44506,0,0,1,15,0,0,0,1,0,0,2,1,0,1,0,1,1
22603,U31140,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,2
22604,U21792,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0
22605,U75575,0,0,0,5,0,0,1,1,0,1,2,0,0,1,0,0,0
22606,U47828,0,0,2,8,0,0,3,4,0,1,6,0,6,0,8,0,6
22607,U26685,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0
22608,U63197,1,0,1,3,0,0,0,3,0,0,0,0,1,0,2,0,0
22609,U88201,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0
22610,U63857,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,3
22611,U39160,0,0,4,2,0,0,1,3,0,1,1,0,0,1,3,0,2
22612,U82043,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,1
22613,U26814,0,0,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0
22614,U82389,1,0,1,1,1,0,4,4,0,2,0,2,5,3,6,0,1
22615,U15913,0,0,0,4,0,0,0,0,0,2,0,2,0,0,0,0,0
22616,U51621,1,0,2,18,5,0,0,7,0,1,0,5,0,5,1,1,1
22617,U48376,2,0,5,0,0,0,0,2,0,1,0,1,0,0,0,1,0
22618,U73072,0,0,7,18,26,0,5,5,0,0,0,0,1,0,1,1,4
22619,U27843,0,0,4,1,0,0,3,8,0,0,1,0,1,6,2,0,6
22620,U82448,2,0,4,1,4,0,4,3,0,0,1,2,2,3,4,0,3
22621,U31305,1,0,0,2,0,0,1,0,0,0,0,0,1,0,1,0,2
22622,U30556,0,0,1,8,2,0,1,5,0,0,2,2,0,2,2,0,4
22623,U62751,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,1
22624,U42755,1,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,2
22625,U51093,0,0,13,10,1,0,1,3,0,1,2,0,4,3,0,1,2
22626,U55812,0,0,1,3,0,0,0,8,0,1,2,9,0,1,1,0,1
22627,U6645,0,0,3,4,0,0,0,0,0,1,1,1,0,0,1,0,1
22628,U74056,1,0,2,16,0,0,0,0,0,0,0,1,0,1,0,0,0
22629,U80582,1,0,2,7,1,0,4,3,0,1,0,0,0,2,0,0,3
22630,U87597,2,0,2,7,0,0,6,5,0,0,1,0,0,1,2,0,7
22631,U24163,0,0,8,13,0,0,3,3,0,0,5,7,0,1,2,0,8
22632,U93788,0,0,11,7,7,0,6,7,0,1,4,5,4,4,3,0,5
22633,U39435,0,0,2,9,0,0,0,0,0,0,0,0,1,0,3,0,1
22634,U87200,0,0,5,1,0,0,1,1,0,0,0,0,0,1,0,0,1
22635,U26924,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22636,U48446,0,0,1,2,0,0,1,2,0,0,0,0,1,0,0,1,1
22637,U79190,0,0,0,2,0,0,0,2,0,0,0,0,1,3,2,1,0
22638,U76535,2,0,19,15,7,0,6,6,0,23,9,20,3,31,1,7,4
22639,U93105,0,0,0,0,0,0,1,0,0,0,2,1,3,0,1,0,1
22640,U83083,1,0,9,23,1,0,4,3,0,4,0,5,0,1,0,1,1
22641,U91330,0,0,14,2,1,0,1,2,0,0,2,0,2,1,0,0,4
22642,U82808,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0
22643,U5703,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0
22644,U9166,1,0,4,2,0,0,0,1,0,0,1,0,1,0,0,0,0
22645,U35298,0,0,5,4,0,0,0,1,0,0,0,0,0,1,0,1,1
22646,U63800,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0
22647,U28176,0,0,0,3,0,0,2,1,0,1,0,1,0,1,1,0,0
22648,U28290,2,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,1
22649,U51873,1,0,2,3,0,0,0,1,0,2,0,0,1,1,0,0,2
22650,U22028,0,0,0,4,1,0,1,1,0,2,0,0,1,3,0,0,1
22651,U29872,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0
22652,U78031,0,0,1,22,1,0,1,6,0,0,2,3,0,9,4,0,1
22653,U9642,3,0,5,11,1,0,3,6,0,0,1,10,4,16,3,0,2
22654,U86574,0,0,7,5,0,0,0,0,0,0,1,0,0,0,0,0,3
22655,U63624,1,0,1,5,0,0,1,1,0,0,1,0,0,0,2,0,3
22656,U31309,1,0,0,2,9,0,1,7,0,5,1,2,2,3,0,1,1
22657,U51040,1,0,1,11,0,0,0,1,0,0,0,0,1,0,0,0,0
22658,U16851,0,0,1,4,0,0,3,8,0,1,2,3,4,4,6,0,6
22659,U68811,0,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,0
22660,U77174,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0
22661,U77687,1,0,16,5,1,0,0,1,0,0,2,0,1,3,0,2,0
22662,U20574,0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,0,1
22663,U67872,0,0,2,6,0,0,0,0,0,0,0,1,0,1,0,0,0
22664,U36091,0,0,13,14,1,0,0,1,0,0,1,0,0,1,0,0,1
22665,U50662,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,1
22666,U9061,0,0,3,1,0,0,1,0,0,0,0,1,1,0,0,0,1
22667,U72995,0,0,0,0,1,0,0,2,0,0,0,0,1,1,0,1,1
22668,U77027,0,0,2,4,1,0,10,3,0,3,3,1,2,2,2,0,13
22669,U46410,0,0,0,5,0,0,0,0,0,0,2,0,0,1,0,1,2
22670,U26456,0,0,13,30,1,0,0,0,0,0,1,0,1,5,0,0,1
22671,U42777,0,0,2,4,0,0,0,1,0,0,0,0,1,0,1,0,3
22672,U86221,1,0,3,18,0,0,1,9,0,5,1,0,1,2,3,1,0
22673,U54727,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,1
22674,U30781,0,0,0,2,0,0,3,5,0,0,1,0,0,1,0,0,2
22675,U11875,0,0,1,7,0,0,0,2,0,0,0,0,0,0,2,0,4
22676,U65733,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1
22677,U61165,1,0,0,8,1,0,0,1,0,0,0,0,1,0,0,1,1
22678,U72461,0,0,3,12,0,0,0,4,0,1,7,0,1,1,0,0,3
22679,U52974,20,0,5,12,1,0,1,8,0,1,0,3,1,16,0,0,1
22680,U78928,0,0,1,8,0,0,0,1,0,0,1,0,0,0,4,0,1
22681,U74073,0,0,0,10,1,0,1,2,0,2,0,1,0,19,0,0,3
22682,U31478,0,0,2,1,0,0,0,1,0,0,2,0,0,2,0,0,1
22683,U41781,0,0,0,0,0,0,0,1,0,1,5,0,1,0,1,0,3
22684,U67251,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1
22685,U85492,0,0,5,6,0,0,0,1,0,0,0,0,0,1,0,0,4
22686,U39441,0,0,1,4,0,0,0,0,0,1,1,0,0,3,1,0,0
22687,U84958,1,0,8,53,15,0,1,11,0,1,1,2,0,5,0,0,4
22688,U56606,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
22689,U76774,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1
22690,U54911,12,0,1,22,1,0,0,13,0,2,0,0,4,3,2,0,0
22691,U59449,0,0,3,2,0,0,0,1,0,0,0,0,1,1,1,0,0
22692,U62192,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
22693,U24357,0,0,3,3,0,0,1,0,0,1,0,5,3,2,0,0,0
22694,U59278,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0
22695,U5890,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
22696,U22628,2,0,2,0,1,0,1,0,0,3,1,2,2,5,1,0,2
22697,U35105,0,0,6,4,0,0,2,1,0,0,1,0,0,0,0,0,2
22698,U86738,0,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0
22699,U41529,1,0,4,5,0,0,1,3,0,3,1,0,3,0,1,0,4
22700,U83099,0,0,4,1,0,0,1,0,0,0,0,0,1,1,0,0,2
22701,U22781,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22702,U10196,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
22703,U70457,1,0,3,9,0,0,0,1,0,0,0,0,2,1,0,0,2
22704,U22031,0,0,6,5,0,0,2,0,0,1,3,2,0,3,0,0,4
22705,U75833,0,0,4,4,0,0,0,1,0,0,1,0,2,0,5,0,1
22706,U12137,0,0,0,4,1,0,3,5,0,2,3,0,0,1,4,0,0
22707,U45818,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
22708,U63546,0,0,11,5,0,0,0,3,0,1,0,1,0,4,2,1,4
22709,U84350,0,0,3,5,3,0,0,5,0,0,0,0,0,0,0,1,3
22710,U84909,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
22711,U26846,0,0,0,0,0,0,0,3,0,1,0,2,1,0,1,0,0
22712,U84039,0,0,4,8,0,0,0,1,0,1,0,6,0,1,0,0,1
22713,U67286,2,0,6,5,0,0,0,1,0,1,1,1,0,0,0,0,0
22714,U74160,0,0,10,2,3,0,1,0,0,0,0,1,0,4,0,0,1
22715,U42811,0,0,0,1,1,0,0,2,0,1,0,0,1,2,0,0,1
22716,U66550,0,0,17,6,0,0,3,1,0,5,3,0,4,2,5,0,5
22717,U74612,1,0,8,24,1,0,2,9,0,6,3,4,1,2,4,1,8
22718,U21282,0,0,1,33,0,0,0,3,0,1,2,1,4,3,1,1,5
22719,U69094,0,0,2,9,0,0,1,0,0,0,0,0,0,0,0,1,2
22720,U79227,1,0,0,1,0,0,0,2,0,1,0,2,0,3,2,0,1
22721,U39223,0,0,2,1,0,0,1,0,0,2,1,0,1,0,0,0,0
22722,U18107,0,0,4,0,0,0,0,3,0,1,2,0,0,0,0,1,0
22723,U38779,0,0,0,11,0,0,0,4,0,9,0,1,7,0,1,1,1
22724,U49259,0,0,0,17,0,0,0,0,0,0,0,1,8,13,0,2,1
22725,U28360,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22726,U74631,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1
22727,U4167,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,1
22728,U58521,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
22729,U31812,0,0,4,7,0,0,1,3,0,1,1,5,0,3,3,0,1
22730,U71859,1,0,1,12,2,0,0,3,0,2,1,3,0,3,2,0,0
22731,U75642,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1
22732,U90818,0,0,2,5,0,0,0,1,0,0,0,0,0,0,0,0,0
22733,U58254,0,0,0,2,0,0,0,2,0,1,4,0,2,0,7,0,5
22734,U61185,2,0,6,9,4,0,0,4,0,2,0,3,2,3,0,0,1
22735,U36284,0,0,1,1,0,0,0,1,0,0,0,0,1,2,4,0,4
22736,U86388,0,0,0,11,0,0,0,4,0,0,0,0,6,2,0,2,3
22737,U45220,1,0,0,1,0,0,1,4,0,0,1,0,0,1,3,0,4
22738,U12237,0,0,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0
22739,U73382,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0
22740,U28059,0,0,0,9,0,0,1,0,0,0,5,0,0,1,0,0,2
22741,U41102,0,0,0,11,0,0,0,0,0,1,0,1,0,1,0,0,0
22742,U49076,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0
22743,U57530,0,0,0,2,0,0,1,2,0,1,0,0,0,0,0,0,0
22744,U15387,1,0,2,6,0,0,1,6,0,4,4,3,5,1,0,0,4
22745,U92759,1,0,0,6,0,0,0,4,0,0,1,0,0,2,0,0,0
22746,U30222,0,0,0,2,0,0,0,2,0,0,0,1,0,2,1,1,3
22747,U31049,0,0,1,3,0,0,0,2,0,0,0,0,0,0,2,0,2
22748,U74312,0,0,1,7,15,0,0,1,0,4,0,0,0,0,0,0,3
22749,U9338,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,2
22750,U34961,0,0,3,2,1,0,0,3,0,1,2,0,2,6,1,1,4
22751,U90194,0,0,5,9,1,0,5,11,0,15,2,2,0,5,3,0,13
22752,U87623,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0
22753,U81191,0,0,0,1,0,0,0,4,0,4,1,2,1,1,4,0,0
22754,U65875,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
22755,U60872,0,0,0,0,0,0,3,1,0,3,0,0,0,0,0,0,2
22756,U90856,0,0,8,16,10,0,0,2,0,2,0,0,1,1,0,0,1
22757,U5972,1,0,2,6,1,0,0,1,0,0,0,0,0,1,0,0,0
22758,U76879,0,0,6,5,0,0,1,1,0,0,0,0,0,0,0,0,0
22759,U69870,2,0,15,9,0,0,0,1,0,1,0,1,0,0,0,0,0
22760,U40536,0,0,0,0,3,0,2,1,0,0,0,0,0,2,0,0,2
22761,U22347,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0
22762,U29087,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22763,U27297,0,0,2,10,0,0,0,2,0,0,2,0,0,1,1,0,0
22764,U32715,1,0,1,4,1,0,1,2,0,1,0,0,1,0,1,0,4
22765,U16551,0,0,1,5,0,0,0,3,0,0,0,0,0,1,0,0,0
22766,U50143,0,0,2,4,3,0,0,3,0,0,1,1,1,2,0,0,1
22767,U15168,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,0
22768,U30675,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,1
22769,U80748,7,0,20,11,1,0,0,0,0,0,0,1,5,3,0,2,0
22770,U44217,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
22771,U10339,0,0,0,5,0,0,1,1,0,0,2,0,0,0,0,0,0
22772,U802,0,0,0,5,0,0,1,3,0,0,0,0,0,1,1,0,1
